"SVC_GRP_NR","SVC_GRP_SUF_NR","NVP_BID_NR","TRG_PSE_SVC_ID","SVC_FEA_TYP_CD","SVC_FEA_TYP_DSC_TE","PKG_CHA_TYP_CD","PKG_CHA_TYP_DSC_TE","SVC_TYP_CD","SVC_TYP_CD_DSC_TE","CPE_CRR_NR","CRR_ABR_NA","CPE_CRR_FUL_NA","BID_CPE_DTL_CD","CPE_PDC_NR","CPE_PDC_ABR_DSC_TE","CPE_PDC_DSC_TE","CCY_CD","CCY_NA","BID_UPS_PJT_WVL_QY","BID_CUS_PRR_WVL_QY","UPS_PRJ_GRS_RPP_A","BID_MRG_CPP_A","SVC_GRP_CUS_NCV_A","SVC_GRP_PSE_NCV_PR","CPE_SVC_RPP_A","BID_FA_CPP_A","SVC_EFF_DT","SVC_END_DT","NVP_ETM_CMC_WK_PR","CUS_PRR_NCV_PR","AVG_PKG_WGT_QY","CPE_GRS_RPP_A","CPE_NET_RPP_A","LOS_PKG_AVG_QY","PDC_AVG_ZN_QY","RA_TRI_DER_AVG_QY","RA_TRI_AVG_QY","SMT_PKG_AVG_SMP_QY","SMT_TOT_AVG_QY","SMT_WGT_AVG_QY","WGT_MS_UNT_TYP_CD","PCN_SUB_MTH_TYP_CD","NVP_BID_FRT_GRR_A","MVM_DRC_CD","CU_SMP_AVG_WGT_QY","CU_SMP_AVG_NR","CALC_CUBE_PACKAGE_DENSITY"
"AHZYKBV","00","P000023016","N1DPPKGSCX","SCX","                    ","PKG","                    ","1DP","                    ","000016","FEXSOS","                    ","1","0000","                    ","                    ","USD","                    ",2.5,0,236.818,38.781391,0,0,87.4465,53.185607,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",238.988,"N",33,2.63021,12.5465
"AHZYKBW","00","P000023016","N2DALTRSCX","SCX","                    ","LTR","                    ","2DA","                    ","000016","FEXECO","                    ","1","0000","                    ","                    ","USD","                    ",7.7,0,25.0406,3.757446,0,0,12.2649,5.490156,11-MAR-17,26-JAN-47,0.9375,0,,,,,,,,,,,"LB","T",25.6094,"N",0,0.0353,0
"AHZYKBX","00","P000023016","N2DAPKGSCX","SCX","                    ","PKG","                    ","2DA","                    ","000016","FEXECO","                    ","1","0000","                    ","                    ","USD","                    ",3.1,0,174.756,28.460244,0,0,80.7686,34.734472,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",176.926,"N",33,2.63021,12.5465
"AHZYKBY","00","P000023016","N2DMLTRSPB","SPB","                    ","LTR","                    ","2DM","                    ","000016","FEXECO","                    ","1","0000","                    ","                    ","USD","                    ",6.9,0,28.5213,5.176256,0,0,14.1015,6.947603,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",28.84,"N",0,0.0353,0
"AHZYKBZ","00","P000023016","N2DMPKGSPB","SPB","                    ","PKG","                    ","2DM","                    ","000016","FEXECO","                    ","1","0000","                    ","                    ","USD","                    ",2.8,0,199.548,30.945871,0,0,92.8485,38.101733,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",201.718,"N",33,2.63021,12.5465
"AHZYKCA","00","P000023016","N3DSPKGSCX","SCX","                    ","PKG","                    ","3DS","                    ","000016","FEDEXX","                    ","1","0000","                    ","                    ","USD","                    ",14.6,0,97.4245,14.989715,0,0,51.0044,19.198239,11-MAR-17,26-JAN-47,0.9091,0,,,,,,,,,,,"LB","T",98.2518,"N",27,2.111459,12.7874
"AHZYKCB","00","P000023016","NGNDPKGSPB","SPB","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","1","0000","                    ","                    ","USD","                    ",165.398,0.2,28.437,10.141543,0,0,15.1219,12.617339,11-MAR-17,26-JAN-47,1,0.1113,,,,,,,,,,,"LB","T",28.7001,"N",30.941865,2.470553,12.5243
"AHZYKCC","00","P000023016","NGNDPKGSCR","SCR","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","1","0000","                    ","                    ","USD","                    ",37.63,0,28.4932,10.327171,0,0,15.7239,12.443502,11-MAR-17,26-JAN-47,0,0,,,,,,,,,,,"LB","T",32.2901,"N",31.053121,2.478018,12.5314
"AHZYKCE","00","P000023016","EXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,54.254,8.898864,0,0,0,10.21313,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",54.254,"E",0,0.001,0
"AHZYKCF","00","P000023016","EXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,86.8942,5.745657,0,0,0,6.90522,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",86.8942,"E",0,0.0021,0
"AHZYKCH","00","P000023016","EXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,86.6768,6.373596,0,0,0,7.468288,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",86.6768,"E",0,0.0025,0
"AHZYKCJ","00","P000023016","EWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,60.9322,10.090816,0,0,0,11.640653,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",60.9322,"E",0,0.001,0
"AHZYKCK","00","P000023016","EWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,89.8451,6.12653,0,0,0,7.342943,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",89.8451,"E",0,0.0021,0
"AHZYKCL","00","P000023016","EWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,49.5395,2.549718,0,0,0,3.164738,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",49.5395,"E",0,0.0019,0
"AHZYKCM","00","P000023016","EWWSDOCALL","ALL","                    ","DOC","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,49.78,2.549718,0,0,0,3.164738,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",49.78,"E",0,0.0019,0
"AHZYKCT","00","P000023016","IXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,83.2468,17.34541,0,0,0,18.736703,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",83.2468,"I",0,0.001,0
"AHZYKCU","00","P000023016","IXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,137.0911,20.388735,0,0,0,21.78137,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",137.0911,"I",0,0.0021,0
"AHZYKCY","00","P000023016","IWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,40.73,3.223626,0,0,0,4.551634,11-MAR-17,26-JAN-47,1,0,,,,,,,,,,,"LB","T",40.73,"I",0,0.0019,0
"AHZYKDB","00","P000023016","IGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.771,0,28.7965,9.827195,0,0,0,11.89769,11-MAR-17,26-JAN-47,0.975,0,,,,,,,,,,,"LB","T",29.303,"I",9.25,1.388108,6.6637
"AHZYKDC","00","P000023016","EGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.9205,0,37.3842,9.292889,0,0,0,10.772289,11-MAR-17,26-JAN-47,0.9207,0,,,,,,,,,,,"LB","T",39.1028,"E",10.34,1.566412,6.6011
"AJCLDRH","00","P000023016","NGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",20,0,0.005,0,0,0,0,0,11-MAR-17,29-FEB-20,0,,,,,,,,,,,,"LB"," ",0.005,"N",0,0,0
"AJFCKFC","00","P000023016","N1DAALLALL","ALL","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.01,0,0,0,0,0,11-MAR-17,29-FEB-20,0,,,,,,,,,,,,"LB"," ",0.01,"N",0,0,0
"AJFCKFD","00","P000023016","N1DPALLALL","ALL","                    ","ALL","                    ","1DP","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.01,0,0,0,0,0,11-MAR-17,29-FEB-20,0,,,,,,,,,,,,"LB"," ",0.01,"N",0,0,0
"AJFCKFE","00","P000023016","N2DMALLALL","ALL","                    ","ALL","                    ","2DM","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.01,0,0,0,0,0,11-MAR-17,29-FEB-20,0,,,,,,,,,,,,"LB"," ",0.01,"N",0,0,0
"AJFCKFF","00","P000023016","N2DAALLALL","ALL","                    ","ALL","                    ","2DA","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.01,0,0,0,0,0,11-MAR-17,29-FEB-20,0,,,,,,,,,,,,"LB"," ",0.01,"N",0,0,0
"AJFCKFI","00","P000023016","N3DSALLALL","ALL","                    ","ALL","                    ","3DS","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0.01,0,0,0,0,0,11-MAR-17,29-FEB-20,0,,,,,,,,,,,,"LB"," ",0.01,"N",0,0,0
"AJDNFZK","00","P000023066","N1DALTRSCX","SCX","                    ","LTR","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",6.9203,6.9203,31.7035,3.566187,0,0,0,5.06013,25-MAR-17,09-FEB-47,0.939,0.4697,,,,,,,,,,,"LB","T",31.9475,"N",0,0.0353,0
"AJDNFZL","00","P000023066","N1DAPKGSCX","SCX","                    ","PKG","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",7.1848,7.1848,68.9948,8.927543,0,0,0,12.320882,25-MAR-17,09-FEB-47,0.49,0.5515,,,,,,,,,,,"LB","T",71.7284,"N",4.370315,0.378747,11.5389
"AJDNFZM","00","P000023066","N1DPLTRSCX","SCX","                    ","LTR","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",1.3145,1.3145,23.8367,3.825565,0,0,0,5.761265,25-MAR-17,09-FEB-47,0.833,0.4701,,,,,,,,,,,"LB","T",24.5047,"N",0,0.0353,0
"AJDNFZN","00","P000023066","N1DPPKGSCX","SCX","                    ","PKG","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",0.3327,0.3327,115.7931,17.564762,0,0,0,24.246729,25-MAR-17,09-FEB-47,0.688,0.47,,,,,,,,,,,"LB","T",125.9827,"N",10.698413,0.930169,11.5016
"AJDNFZO","00","P000023066","N2DALTRSCX","SCX","                    ","LTR","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,23.2439,5.665413,0,0,0,7.469988,25-MAR-17,09-FEB-47,0.626,0,,,,,,,,,,,"LB","T",23.5213,"N",0,0.0353,0
"AJDNFZP","00","P000023066","N2DAPKGSCX","SCX","                    ","PKG","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",8.9028,8.9028,31.1089,6.834028,0,0,0,9.113472,25-MAR-17,09-FEB-47,0.096,0.5259,,,,,,,,,,,"LB","T",35.7907,"N",3.333103,0.277183,12.0249
"AJDNFZQ","00","P000023066","N2DMLTRSPB","SPB","                    ","LTR","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,25.6242,5.043143,0,0,0,6.583806,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",25.8345,"N",0,0.0353,0
"AJDNFZR","00","P000023066","N2DMPKGSPB","SPB","                    ","PKG","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,26.8237,5.51955,0,0,0,7.261724,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",27.157,"N",0,0.155893,0
"AJDNFZS","00","P000023066","N3DSPKGSCX","SCX","                    ","PKG","                    ","3DS","                    ","000016","FEDEXX","                    ","2","0000","                    ","                    ","USD","                    ",0.2955,0.2955,38.2141,9.926013,0,0,0,12.60702,25-MAR-17,09-FEB-47,0.333,0.4263,,,,,,,,,,,"LB","T",41.9193,"N",7.946297,0.714361,11.1236
"AJDNFZT","00","P000023066","NGNDPKGSPB","SPB","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",267.756,267.756,9.3609,3.857337,0,0,0,5.721688,25-MAR-17,09-FEB-47,1,0.17,,,,,,,,,,,"LB","T",9.4359,"N",5.107883,0.260201,19.6305
"AJDNFZU","00","P000023066","NGNDPKGSCR","SCR","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",52.0175,52.0175,9.3835,4.311131,0,0,0,5.857395,25-MAR-17,09-FEB-47,0,0.1987,,,,,,,,,,,"LB","T",13.0482,"N",5.045749,0.313875,16.0757
"AJDNFZV","00","P000023066","EXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,84.9843,6.4527,0,0,0,7.835799,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",84.9843,"E",0,0.0021,0
"AJDNFZW","00","P000023066","EXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,54.254,9.239768,0,0,0,10.584107,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",54.254,"E",0,0.001,0
"AJDNFZX","00","P000023066","EXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,86.8942,5.692624,0,0,0,6.845989,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",86.8942,"E",0,0.0021,0
"AJDNFZY","00","P000023066","EXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,93.3035,6.818779,0,0,0,7.863858,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",93.3035,"E",0,0.0025,0
