"SVC_GRP_NR","SVC_GRP_SUF_NR","NVP_BID_NR","TRG_PSE_SVC_ID","SVC_FEA_TYP_CD","SVC_FEA_TYP_DSC_TE","PKG_CHA_TYP_CD","PKG_CHA_TYP_DSC_TE","SVC_TYP_CD","SVC_TYP_CD_DSC_TE","CPE_CRR_NR","CRR_ABR_NA","CPE_CRR_FUL_NA","BID_CPE_DTL_CD","CPE_PDC_NR","CPE_PDC_ABR_DSC_TE","CPE_PDC_DSC_TE","CCY_CD","CCY_NA","BID_UPS_PJT_WVL_QY","BID_CUS_PRR_WVL_QY","UPS_PRJ_GRS_RPP_A","BID_MRG_CPP_A","SVC_GRP_CUS_NCV_A","SVC_GRP_PSE_NCV_PR","CPE_SVC_RPP_A","BID_FA_CPP_A","SVC_EFF_DT","SVC_END_DT","NVP_ETM_CMC_WK_PR","CUS_PRR_NCV_PR","AVG_PKG_WGT_QY","CPE_GRS_RPP_A","CPE_NET_RPP_A","LOS_PKG_AVG_QY","PDC_AVG_ZN_QY","RA_TRI_DER_AVG_QY","RA_TRI_AVG_QY","SMT_PKG_AVG_SMP_QY","SMT_TOT_AVG_QY","SMT_WGT_AVG_QY","WGT_MS_UNT_TYP_CD","PCN_SUB_MTH_TYP_CD","NVP_BID_FRT_GRR_A","MVM_DRC_CD","CU_SMP_AVG_WGT_QY","CU_SMP_AVG_NR","CALC_CUBE_PACKAGE_DENSITY"
"AJDQGNP","00","P020031400","IXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,121.0964,18.052037,0,0,0,19.448054,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",121.0964,"I",0,0.0025,0
"AJDQGNQ","00","P020031400","IXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,121.0964,18.773386,0,0,0,20.169929,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",121.0964,"I",0,0.0025,0
"AJDQGNR","00","P020031400","IXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,106.9329,18.263923,0,0,0,19.656091,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",106.9329,"I",0,0.0021,0
"AJDQGNS","00","P020031400","IXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,83.2468,17.353505,0,0,0,18.744857,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",83.2468,"I",0,0.001,0
"AJDQGNT","00","P020031400","IXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,137.0911,20.39692,0,0,0,21.789614,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",137.0911,"I",0,0.0021,0
"AJDQGNU","00","P020031400","IWXSDOCALL","ALL","                    ","DOC","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,99.9279,17.502377,0,0,0,19.18063,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",99.9279,"I",0,0.0021,0
"AJDQGNV","00","P020031400","IWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,80.0104,16.721939,0,0,0,18.430918,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",80.0104,"I",0,0.001,0
"AJDQGNW","00","P020031400","IWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,132.3252,19.798786,0,0,0,21.477565,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",132.3252,"I",0,0.0021,0
"AJDQGNX","00","P020031400","IWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,40.73,3.236259,0,0,0,4.564394,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",40.73,"I",0,0.0019,0
"AJDQGNY","00","P020031400","IWWSDOCALL","ALL","                    ","DOC","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,40.73,2.936259,0,0,0,4.264394,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",40.73,"I",0,0.0019,0
"AJDQGNZ","00","P020031400","IWXPPALALL","ALL","                    ","PAL","                    ","WXP","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,1742.54,81.126032,0,0,0,126.630656,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",1742.54,"I",0,1.32,0
"AJDQGPA","00","P020031400","IGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,23.32,3.469551,0,0,0,4.71917,25-MAR-17,09-FEB-47,0.783,0,,,,,,,,,,,"LB","T",23.32,"I",0,0.0019,0
"AJDQGPB","00","P020031400","EGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0001,0,22.054,3.544566,0,0,0,3.922304,25-MAR-17,09-FEB-47,1,0,,,,,,,,,,,"LB","T",22.054,"E",0,0.0019,0
"AHSWJMD","00","P030031177","N1DALTRSCX","SCX","                    ","LTR","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",2.9,0,40.96,4.905226,0,0,0,6.91109,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",40.96,"N",0,0.0353,0
"AHSWJME","00","P030031177","N1DAPKGSCX","SCX","                    ","PKG","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",0.9,0,74.18,8.730544,0,0,0,12.14085,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",78.18,"N",2,0.125,16
"AHSWJMF","00","P030031177","N1DPLTRSCX","SCX","                    ","LTR","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",3,0,34.64,4.308223,0,0,0,6.115673,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",34.64,"N",0,0.0353,0
"AHSWJMG","00","P030031177","N1DPPKGSCX","SCX","                    ","PKG","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",1.1,0,68.4,6.383053,0,0,0,8.948042,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",72.4,"N",2,0.125,16
"AHSWJMH","00","P030031177","N2DALTRSCX","SCX","                    ","LTR","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",5.9,0,19.7,3.708147,0,0,0,5.357933,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",22.15,"N",0,0.0353,0
"AHSWJMI","00","P030031177","N2DAPKGSCX","SCX","                    ","PKG","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",2.4,0,114.1,19.07607,0,0,0,23.241372,04-FEB-17,22-DEC-46,0.6667,0,,,,,,,,,,,"LB","T",116.7,"N",32,2.521607,12.6903
"AHSWJMJ","00","P030031177","N2DMLTRSPB","SPB","                    ","LTR","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",5.3,0,28.48,3.965633,0,0,0,5.467608,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",28.48,"N",0,0.0353,0
"AHSWJMK","00","P030031177","N2DMPKGSPB","SPB","                    ","PKG","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",2.1,0,67.84,7.452473,0,0,0,9.584426,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",67.84,"N",34,2.6875,12.6512
"AHSWJML","00","P030031177","N3DSPKGSCX","SCX","                    ","PKG","                    ","3DS","                    ","000016","FEDEXX","                    ","2","0000","                    ","                    ","USD","                    ",5.1,0,45.3197,9.631467,0,0,0,11.999337,04-FEB-17,22-DEC-46,0.616,0,,,,,,,,,,,"LB","T",45.6371,"N",0,0.899254,0
"AHSWJMM","00","P030031177","NGNDPKGSPB","SPB","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",451,0,28.758,12.901054,0,0,0,14.922886,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",29.448,"N",35.661538,2.927137,12.1831
"AHSWJMN","00","P030031177","NGNDPKGSCR","SCR","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0000","                    ","                    ","USD","                    ",110.2,0,12.298,6.344273,0,0,0,7.993986,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",15.698,"N",10.52381,0.85992,12.2381
"AHSWJMO","00","P030031177","EXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.17,0,115.0502,10.457548,0,0,0,12.542788,04-FEB-17,22-DEC-46,0.97,0,,,,,,,,,,,"LB","T",115.1702,"E",1.73,0.188896,9.1585
"AHSWJMP","00","P030031177","EXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.2507,0,51.5831,8.959912,0,0,0,10.497066,04-FEB-17,22-DEC-46,0.97,0,,,,,,,,,,,"LB","T",51.7031,"E",0,0.001,0
"AHSWJMQ","00","P030031177","EXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0986,0,285.2149,48.494495,0,0,0,56.970584,04-FEB-17,22-DEC-46,0.9308,0,,,,,,,,,,,"LB","T",286.7133,"E",9.92,1.414207,7.0145
"AHSWJMR","00","P030031177","EXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.1519,0,149.1113,17.493561,0,0,0,20.114823,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",149.1113,"E",3.04,0.383547,7.926
"AHSWJMS","00","P030031177","EXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.1169,0,261.1901,56.25695,0,0,0,64.038893,04-FEB-17,22-DEC-46,0.9771,0,,,,,,,,,,,"LB","T",261.4809,"E",10.04,1.356997,7.3987
"AHSWJMT","00","P030031177","EWXSDOCALL","ALL","                    ","DOC","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.1555,0,168.7627,14.597385,0,0,0,18.136865,04-FEB-17,22-DEC-46,0.97,0,,,,,,,,,,,"LB","T",169.2082,"E",2.61,0.331002,7.8851
"AHSWJMU","00","P030031177","EWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.236,0,65.0657,10.904377,0,0,0,12.59068,04-FEB-17,22-DEC-46,0.96,0,,,,,,,,,,,"LB","T",65.2257,"E",0,0.001,0
"AHSWJMV","00","P030031177","EWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0876,0,323.3463,50.501746,0,0,0,60.724292,04-FEB-17,22-DEC-46,0.9804,0,,,,,,,,,,,"LB","T",323.531,"E",9.12,1.290536,7.0668
"AHSWJMW","00","P030031177","EWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.2645,0,86.4203,17.434709,0,0,0,21.897572,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",86.5207,"E",9.65,1.372005,7.0335
"AHSWJMX","00","P030031177","EWWSDOCALL","ALL","                    ","DOC","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.3169,0,81.13,15.4451,0,0,0,18.713322,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",83.8425,"E",8.25,1.142425,7.2215
"AHSWJMY","00","P030031177","EXPRPAKALL","ALL","                    ","PAK","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.1969,0,87.6237,10.916875,0,0,0,13.036454,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",87.6237,"E",0,0.0042,0
"AHSWJMZ","00","P030031177","EWXSPAKALL","ALL","                    ","PAK","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.2017,0,86.4705,13.277302,0,0,0,15.860641,04-FEB-17,22-DEC-46,0.96,0,,,,,,,,,,,"LB","T",86.6305,"E",0,0.0042,0
"AHSWJNA","00","P030031177","EWXPPALALL","ALL","                    ","PAL","                    ","WXP","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0131,0,5587.1014,1594.281613,0,0,0,1777.09269,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",5587.1014,"E",0,2.64,0
"AHSWJNB","00","P030031177","IXPDDOCALL","ALL","                    ","DOC","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0071,0,194.4076,26.304333,0,0,0,30.226244,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",194.6914,"I",2.48,0.313588,7.9085
"AHSWJNC","00","P030031177","IXPDPKGALL","ALL","                    ","PKG","                    ","XPD","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0033,0,270.9684,47.466665,0,0,0,52.890347,04-FEB-17,22-DEC-46,0.9831,,,,,,,,,,,,"LB","T",271.3564,"I",9.83,1.330723,7.387
"AHSWJND","00","P030031177","IXPRDOCALL","ALL","                    ","DOC","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0098,0,134.7519,13.63293,0,0,0,16.511286,04-FEB-17,22-DEC-46,0.9839,0,,,,,,,,,,,"LB","T",134.8164,"I",2.887097,0.400078,7.2163
"AHSWJNE","00","P030031177","IXPRLTRALL","ALL","                    ","LTR","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0114,0,66.1424,10.806961,0,0,0,12.793246,04-FEB-17,22-DEC-46,0.98,0,,,,,,,,,,,"LB","T",66.5374,"I",0,0.001,0
"AHSWJNF","00","P030031177","IXPRPKGALL","ALL","                    ","PKG","                    ","XPR","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0029,0,395.9641,57.300075,0,0,0,64.978246,04-FEB-17,22-DEC-46,0.959,0,,,,,,,,,,,"LB","T",396.7692,"I",11.16,1.481058,7.5352
"AHSWJNG","00","P030031177","IWXSDOCALL","ALL","                    ","DOC","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0079,0,121.5754,15.221091,0,0,0,17.672204,04-FEB-17,22-DEC-46,0.9709,0,,,,,,,,,,,"LB","T",121.9774,"I",2.05,0.27803,7.3733
"AHSWJNH","00","P030031177","IWXSLTRALL","ALL","                    ","LTR","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0114,0,61.2471,8.893395,0,0,0,11.297104,04-FEB-17,22-DEC-46,0.92,0,,,,,,,,,,,"LB","T",61.6721,"I",0,0.001,0
"AHSWJNI","00","P030031177","IWXSPKGALL","ALL","                    ","PKG","                    ","WXS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0031,0,437.5332,71.346211,0,0,0,82.453794,04-FEB-17,22-DEC-46,0.9407,0,,,,,,,,,,,"LB","T",438.13,"I",9.66,1.380411,6.9979
"AHSWJNJ","00","P030031177","IWWSPKGALL","ALL","                    ","PKG","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0124,0,122.9092,23.34104,0,0,0,30.170528,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",123.3917,"I",17.285715,2.475553,6.9826
"AHSWJNK","00","P030031177","IWWSDOCALL","ALL","                    ","DOC","                    ","WWS","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0112,0,81.4238,9.465626,0,0,0,12.092878,04-FEB-17,22-DEC-46,1,0,,,,,,,,,,,"LB","T",81.6863,"I",6.75,0.945545,7.1387
"AHSWJNL","00","P030031177","IWXPPALALL","ALL","                    ","PAL","                    ","WXP","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",0.0014,0,4679.1888,1432.072298,0,0,0,1517.858106,04-FEB-17,22-DEC-46,0.9932,,,,,,,,,,,,"LB","T",4679.1888,"I",0,1.32,0
"AHSWJNM","00","P030031177","IGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",3.1012,0,34.9157,10.460175,0,0,0,12.475445,04-FEB-17,22-DEC-46,0.9892,0,,,,,,,,,,,"LB","T",35.5977,"I",8.74,1.307308,6.6855
"AHSWJNN","00","P030031177","EGNDPKGALL","ALL","                    ","PKG","                    ","GND","                    ","000016","FEDEX ","                    ","2","0000","                    ","                    ","USD","                    ",3.7044,0.0003,32.4837,8.793428,0,0,0,10.012499,04-FEB-17,22-DEC-46,0.9091,0,,,,,,,,,,,"LB","T",32.7928,"E",7.27,1.074867,6.7636
"AHSWJNO","00","P030031177","NGNDPKGCWT","CWT","                    ","PKG","                    ","GND","                    ","000016","FEXGND","                    ","2","0032","                    ","                    ","USD","                    ",0.451,0,50.1875,21.380635,0,0,0,24.26831,04-FEB-17,22-DEC-46,0,0,66,53.588,45.23,10,6,3,6,2.4,0.19,158.4,"LB","T",50.1875,"N",57,4.462037,12.7744
"AHSWJPW","00","P030031177","N1DAPKGCWT","CWT","                    ","PKG","                    ","1DA","                    ","000016","FEXP1 ","                    ","2","0000","                    ","                    ","USD","                    ",0.036,0,317.075,44.764008,0,0,0,65.102434,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",317.075,"N",51.6,4.125,12.5091
"AHSWJPY","00","P030031177","N1DPPKGCWT","CWT","                    ","PKG","                    ","1DP","                    ","000016","FEXSOS","                    ","2","0000","                    ","                    ","USD","                    ",0.038,0,357.935,46.901124,0,0,0,67.902555,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",357.935,"N",57.2,4.341667,13.1747
"AHSWJPZ","00","P030031177","N2DMPKGCWT","CWT","                    ","PKG","                    ","2DM","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.055,0,228.8517,54.908049,0,0,0,65.132125,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",228.8517,"N",58.8,4.631019,12.697
"AHSWJQA","00","P030031177","N2DAPKGCWT","CWT","                    ","PKG","                    ","2DA","                    ","000016","FEXECO","                    ","2","0000","                    ","                    ","USD","                    ",0.21,0,206.184,40.336451,0,0,0,47.83971,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",206.184,"N",60.9,4.883333,12.471
"AHSWJQC","00","P030031177","N3DSPKGCWT","CWT","                    ","PKG","                    ","3DS","                    ","000016","FEDEXX","                    ","2","0000","                    ","                    ","USD","                    ",0.099,0,97.5046,29.566552,0,0,0,34.738671,04-FEB-17,22-DEC-46,0,0,,,,,,,,,,,"LB","T",97.5046,"N",64.5,4.883334,13.2082
"AHSWKHO","00","P030031177","N1DAALLCWT","CWT","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWKHP","00","P030031177","N1DAALLALL","ALL","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",5,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWKHQ","00","P030031177","NGNDALLCWT","CWT","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","3","0032","                    ","                    ","USD","                    ",5,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWKHR","00","P030031177","NGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",100,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWKHT","00","P030031177","N1DAALLALL","ALL","                    ","ALL","                    ","1DA","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",10,0,10.8499,0,0,0,0,0,04-FEB-17,22-DEC-46,0,,,,,,,,,,,,"LB"," ",10.8499,"N",0,0,0
"AHSWKHU","00","P030031177","NGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","3","0000","                    ","                    ","USD","                    ",10,0,10.85,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",10.85,"N",0,0,0
"AHSWRNY","00","P030031177","NALLALLALL","ALL","                    ","ALL","                    ","ALL","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,22-DEC-46,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWRPC","00","P030031177","EWWSALLALL","ALL","                    ","ALL","                    ","WWS","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRPD","00","P030031177","IGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPF","00","P030031177","IEXWALLALL","ALL","                    ","ALL","                    ","EXW","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPG","00","P030031177","IXPRALLALL","ALL","                    ","ALL","                    ","XPR","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPH","00","P030031177","IWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPI","00","P030031177","IXPDALLALL","ALL","                    ","ALL","                    ","XPD","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPJ","00","P030031177","IXPDALLALL","ALL","                    ","ALL","                    ","XPD","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPK","00","P030031177","I3DMALLALL","ALL","                    ","ALL","                    ","3DM","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPL","00","P030031177","IWWSALLALL","ALL","                    ","ALL","                    ","WWS","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPM","00","P030031177","NUSBALLALL","ALL","                    ","ALL","                    ","USB","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWRPO","00","P030031177","NUSGALLALL","ALL","                    ","ALL","                    ","USG","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWRPP","00","P030031177","NUSLALLALL","ALL","                    ","ALL","                    ","USL","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWRPQ","00","P030031177","NUSMALLALL","ALL","                    ","ALL","                    ","USM","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",1,0,0,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0,"N",0,0,0
"AHSWRPR","00","P030031177","EWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"E",0,0,0
"AHSWRPS","00","P030031177","IWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPT","00","P030031177","IGNDALLALL","ALL","                    ","ALL","                    ","GND","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPU","00","P030031177","IEXWALLALL","ALL","                    ","ALL","                    ","EXW","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPV","00","P030031177","IWWSALLALL","ALL","                    ","ALL","                    ","WWS","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
"AHSWRPW","00","P030031177","IWXPALLALL","ALL","                    ","ALL","                    ","WXP","                    ","000033","      ","                    ","0","0000","                    ","                    ","USD","                    ",0.2381,0,0.42,0,0,0,0,0,04-FEB-17,25-JAN-20,0,,,,,,,,,,,,"LB"," ",0.42,"I",0,0,0
